#TYPE System.Management.Automation.PSCustomObject
"Low","High","LBin","HBin","LDec","HDec"
"195.49.236.0","195.49.239.255","11000011001100011110110000000000","11000011001100011110111111111111","3274828800","3274829823"
"195.62.35.0","195.62.35.255","11000011001111100010001100000000","11000011001111100010001111111111","3275629312","3275629567"
"195.79.154.208","195.79.154.223","11000011010011111001101011010000","11000011010011111001101011011111","3276774096","3276774111"
"195.79.199.192","195.79.199.199","11000011010011111100011111000000","11000011010011111100011111000111","3276785600","3276785607"
"195.79.204.192","195.79.204.223","11000011010011111100110011000000","11000011010011111100110011011111","3276786880","3276786911"
"195.81.54.0","195.81.54.79","11000011010100010011011000000000","11000011010100010011011001001111","3276879360","3276879439"
"195.81.54.128","195.81.55.255","11000011010100010011011010000000","11000011010100010011011111111111","3276879488","3276879871"
"195.85.242.0","195.85.242.255","11000011010101011111001000000000","11000011010101011111001011111111","3277189632","3277189887"
"195.85.255.0","195.85.255.255","11000011010101011111111100000000","11000011010101011111111111111111","3277192960","3277193215"
"195.87.0.0","195.87.255.255","11000011010101110000000000000000","11000011010101111111111111111111","3277258752","3277324287"
"195.95.149.0","195.95.149.255","11000011010111111001010100000000","11000011010111111001010111111111","3277821184","3277821439"
"195.95.160.0","195.95.160.255","11000011010111111010000000000000","11000011010111111010000011111111","3277824000","3277824255"
"195.95.179.0","195.95.179.255","11000011010111111011001100000000","11000011010111111011001111111111","3277828864","3277829119"
"195.112.128.0","195.112.159.255","11000011011100001000000000000000","11000011011100001001111111111111","3278929920","3278938111"
"195.128.32.0","195.128.39.255","11000011100000000010000000000000","11000011100000000010011111111111","3279953920","3279955967"
"195.128.254.0","195.128.255.255","11000011100000001111111000000000","11000011100000001111111111111111","3280010752","3280011263"
"195.137.222.0","195.137.223.255","11000011100010011101111000000000","11000011100010011101111111111111","3280592384","3280592895"
"195.140.196.0","195.140.199.255","11000011100011001100010000000000","11000011100011001100011111111111","3280782336","3280783359"
"195.142.0.0","195.142.103.255","11000011100011100000000000000000","11000011100011100110011111111111","3280863232","3280889855"
"195.142.105.0","195.142.255.255","11000011100011100110100100000000","11000011100011101111111111111111","3280890112","3280928767"
"195.143.96.0","195.143.97.255","11000011100011110110000000000000","11000011100011110110000111111111","3280953344","3280953855"
"195.149.85.0","195.149.85.255","11000011100101010101010100000000","11000011100101010101010111111111","3281343744","3281343999"
"195.149.116.0","195.149.116.255","11000011100101010111010000000000","11000011100101010111010011111111","3281351680","3281351935"
"195.155.0.0","195.155.255.255","11000011100110110000000000000000","11000011100110111111111111111111","3281715200","3281780735"
"195.174.0.0","195.175.255.255","11000011101011100000000000000000","11000011101011111111111111111111","3282960384","3283091455"
"195.177.206.0","195.177.207.255","11000011101100011100111000000000","11000011101100011100111111111111","3283209728","3283210239"
"195.177.230.0","195.177.231.255","11000011101100011110011000000000","11000011101100011110011111111111","3283215872","3283216383"
"195.182.25.0","195.182.25.255","11000011101101100001100100000000","11000011101101100001100111111111","3283491072","3283491327"
"195.182.42.0","195.182.42.255","11000011101101100010101000000000","11000011101101100010101011111111","3283495424","3283495679"
"195.183.236.192","195.183.236.255","11000011101101111110110011000000","11000011101101111110110011111111","3283610816","3283610879"
"195.190.20.0","195.190.20.255","11000011101111100001010000000000","11000011101111100001010011111111","3284014080","3284014335"
"195.191.118.0","195.191.119.255","11000011101111110111011000000000","11000011101111110111011111111111","3284104704","3284105215"
"195.200.222.0","195.200.222.255","11000011110010001101111000000000","11000011110010001101111011111111","3284721152","3284721407"
"195.214.128.0","195.214.191.255","11000011110101101000000000000000","11000011110101101011111111111111","3285614592","3285630975"
"195.216.128.0","195.216.131.255","11000011110110001000000000000000","11000011110110001000001111111111","3285745664","3285746687"
"195.216.232.0","195.216.232.255","11000011110110001110100000000000","11000011110110001110100011111111","3285772288","3285772543"
"195.226.196.0","195.226.196.255","11000011111000101100010000000000","11000011111000101100010011111111","3286418432","3286418687"
"195.226.221.0","195.226.221.255","11000011111000101101110100000000","11000011111000101101110111111111","3286424832","3286425087"
"195.234.52.0","195.234.52.255","11000011111010100011010000000000","11000011111010100011010011111111","3286905856","3286906111"
"195.234.165.0","195.234.165.255","11000011111010101010010100000000","11000011111010101010010111111111","3286934784","3286935039"
"195.244.32.0","195.244.63.255","11000011111101000010000000000000","11000011111101000011111111111111","3287556096","3287564287"
"195.245.227.0","195.245.227.255","11000011111101011110001100000000","11000011111101011110001111111111","3287671552","3287671807"
"209.206.27.0","209.206.27.255","11010001110011100001101100000000","11010001110011100001101111111111","3519945472","3519945727"
"212.2.192.0","212.2.223.255","11010100000000101100000000000000","11010100000000101101111111111111","3556950016","3556958207"
"212.12.128.0","212.12.159.255","11010100000011001000000000000000","11010100000011001001111111111111","3557588992","3557597183"
"212.15.0.0","212.15.31.255","11010100000011110000000000000000","11010100000011110001111111111111","3557752832","3557761023"
"212.29.64.0","212.29.127.255","11010100000111010100000000000000","11010100000111010111111111111111","3558686720","3558703103"
"212.31.0.0","212.31.31.255","11010100000111110000000000000000","11010100000111110001111111111111","3558801408","3558809599"
"212.50.32.0","212.50.41.255","11010100001100100010000000000000","11010100001100100010100111111111","3560054784","3560057343"
"212.50.43.0","212.50.44.255","11010100001100100010101100000000","11010100001100100010110011111111","3560057600","3560058111"
"212.50.46.0","212.50.63.255","11010100001100100010111000000000","11010100001100100011111111111111","3560058368","3560062975"
"212.57.0.0","212.57.31.255","11010100001110010000000000000000","11010100001110010001111111111111","3560505344","3560513535"
"212.58.0.0","212.58.31.255","11010100001110100000000000000000","11010100001110100001111111111111","3560570880","3560579071"
"212.64.192.0","212.64.223.255","11010100010000001100000000000000","11010100010000001101111111111111","3561013248","3561021439"
"212.65.128.0","212.65.159.255","11010100010000011000000000000000","11010100010000011001111111111111","3561062400","3561070591"
"212.68.32.0","212.68.63.255","11010100010001000010000000000000","11010100010001000011111111111111","3561234432","3561242623"
"212.87.196.0","212.87.199.255","11010100010101111100010000000000","11010100010101111100011111111111","3562521600","3562522623"
"212.98.0.0","212.98.31.255","11010100011000100000000000000000","11010100011000100001111111111111","3563192320","3563200511"
"212.98.192.0","212.98.255.255","11010100011000101100000000000000","11010100011000101111111111111111","3563241472","3563257855"
"212.101.96.0","212.101.127.255","11010100011001010110000000000000","11010100011001010111111111111111","3563413504","3563421695"
"212.103.36.0","212.103.39.255","11010100011001110010010000000000","11010100011001110010011111111111","3563529216","3563530239"
"212.103.56.0","212.103.59.255","11010100011001110011100000000000","11010100011001110011101111111111","3563534336","3563535359"
"212.107.0.0","212.107.7.255","11010100011010110000000000000000","11010100011010110000011111111111","3563782144","3563784191"
"212.108.128.0","212.108.159.255","11010100011011001000000000000000","11010100011011001001111111111111","3563880448","3563888639"
"212.109.96.0","212.109.127.255","11010100011011010110000000000000","11010100011011010111111111111111","3563937792","3563945983"
"212.109.224.0","212.109.255.255","11010100011011011110000000000000","11010100011011011111111111111111","3563970560","3563978751"
"212.115.0.0","212.115.31.255","11010100011100110000000000000000","11010100011100110001111111111111","3564306432","3564314623"
"212.115.100.0","212.115.103.255","11010100011100110110010000000000","11010100011100110110011111111111","3564332032","3564333055"
"212.125.0.0","212.125.31.255","11010100011111010000000000000000","11010100011111010001111111111111","3564961792","3564969983"
"212.127.96.0","212.127.127.255","11010100011111110110000000000000","11010100011111110111111111111111","3565117440","3565125631"
"212.133.128.0","212.133.255.255","11010100100001011000000000000000","11010100100001011111111111111111","3565518848","3565551615"
"212.146.128.0","212.146.255.255","11010100100100101000000000000000","11010100100100101111111111111111","3566370816","3566403583"
"212.154.0.0","212.154.127.255","11010100100110100000000000000000","11010100100110100111111111111111","3566862336","3566895103"
"212.156.0.0","212.156.255.255","11010100100111000000000000000000","11010100100111001111111111111111","3566993408","3567058943"
"212.165.8.0","212.165.8.31","11010100101001010000100000000000","11010100101001010000100000011111","3567585280","3567585311"
"212.165.12.0","212.165.13.255","11010100101001010000110000000000","11010100101001010000110111111111","3567586304","3567586815"
"212.174.0.0","212.175.255.255","11010100101011100000000000000000","11010100101011111111111111111111","3568173056","3568304127"
"212.252.0.0","212.253.255.255","11010100111111000000000000000000","11010100111111011111111111111111","3573284864","3573415935"
"213.14.0.0","213.14.255.255","11010101000011100000000000000000","11010101000011101111111111111111","3574464512","3574530047"
"213.43.0.0","213.43.255.255","11010101001010110000000000000000","11010101001010111111111111111111","3576365056","3576430591"
"213.62.40.192","213.62.40.255","11010101001111100010100011000000","11010101001111100010100011111111","3577620672","3577620735"
"213.74.0.0","213.74.255.255","11010101010010100000000000000000","11010101010010101111111111111111","3578396672","3578462207"
"213.128.64.0","213.128.95.255","11010101100000000100000000000000","11010101100000000101111111111111","3581952000","3581960191"
"213.139.224.0","213.139.227.255","11010101100010111110000000000000","11010101100010111110001111111111","3582713856","3582714879"
"213.142.128.0","213.142.148.255","11010101100011101000000000000000","11010101100011101001010011111111","3582885888","3582891263"
"213.142.150.0","213.142.151.255","11010101100011101001011000000000","11010101100011101001011111111111","3582891520","3582892031"
"213.142.154.0","213.142.159.255","11010101100011101001101000000000","11010101100011101001111111111111","3582892544","3582894079"
"213.143.224.0","213.143.255.255","11010101100011111110000000000000","11010101100011111111111111111111","3582976000","3582984191"
"213.144.96.0","213.144.127.255","11010101100100000110000000000000","11010101100100000111111111111111","3583008768","3583016959"
"213.148.64.0","213.148.95.255","11010101100101000100000000000000","11010101100101000101111111111111","3583262720","3583270911"
"213.153.128.0","213.153.255.255","11010101100110011000000000000000","11010101100110011111111111111111","3583606784","3583639551"
"213.155.96.0","213.155.127.255","11010101100110110110000000000000","11010101100110110111111111111111","3583729664","3583737855"
"213.155.155.128","213.155.155.135","11010101100110111001101110000000","11010101100110111001101110000111","3583744896","3583744903"
"213.159.0.0","213.159.7.255","11010101100111110000000000000000","11010101100111110000011111111111","3583967232","3583969279"
"213.159.28.0","213.159.31.255","11010101100111110001110000000000","11010101100111110001111111111111","3583974400","3583975423"
"213.161.128.0","213.161.159.255","11010101101000011000000000000000","11010101101000011001111111111111","3584131072","3584139263"
"213.186.128.0","213.186.159.255","11010101101110101000000000000000","11010101101110101001111111111111","3585769472","3585777663"
"213.194.64.0","213.194.127.255","11010101110000100100000000000000","11010101110000100111111111111111","3586277376","3586293759"
"213.211.0.0","213.211.31.255","11010101110100110000000000000000","11010101110100110001111111111111","3587375104","3587383295"
"213.226.116.0","213.226.119.255","11010101111000100111010000000000","11010101111000100111011111111111","3588387840","3588388863"
"213.232.0.0","213.232.63.255","11010101111010000000000000000000","11010101111010000011111111111111","3588751360","3588767743"
"213.238.128.0","213.238.191.255","11010101111011101000000000000000","11010101111011101011111111111111","3589177344","3589193727"
"213.243.0.0","213.243.63.255","11010101111100110000000000000000","11010101111100110011111111111111","3589472256","3589488639"
"213.248.128.0","213.248.191.255","11010101111110001000000000000000","11010101111110001011111111111111","3589832704","3589849087"
"213.249.104.0","213.249.104.255","11010101111110010110100000000000","11010101111110010110100011111111","3589892096","3589892351"
"213.251.39.88","213.251.39.95","11010101111110110010011101011000","11010101111110110010011101011111","3590006616","3590006623"
"213.251.52.16","213.251.52.23","11010101111110110011010000010000","11010101111110110011010000010111","3590009872","3590009879"
"213.251.52.184","213.251.52.191","11010101111110110011010010111000","11010101111110110011010010111111","3590010040","3590010047"
"213.254.128.0","213.254.159.255","11010101111111101000000000000000","11010101111111101001111111111111","3590225920","3590234111"
"217.8.120.0","217.8.123.255","11011001000010000111100000000000","11011001000010000111101111111111","3641210880","3641211903"
"217.9.20.0","217.9.23.255","11011001000010010001010000000000","11011001000010010001011111111111","3641250816","3641251839"
"217.18.208.0","217.18.211.255","11011001000100101101000000000000","11011001000100101101001111111111","3641888768","3641889791"
"217.26.188.0","217.26.191.255","11011001000110101011110000000000","11011001000110101011111111111111","3642407936","3642408959"
"217.31.224.0","217.31.255.255","11011001000111111110000000000000","11011001000111111111111111111111","3642744832","3642753023"
"217.64.208.0","217.64.223.255","11011001010000001101000000000000","11011001010000001101111111111111","3644903424","3644907519"
"217.65.176.0","217.65.177.255","11011001010000011011000000000000","11011001010000011011000111111111","3644960768","3644961279"
"217.65.180.0","217.65.181.255","11011001010000011011010000000000","11011001010000011011010111111111","3644961792","3644962303"
"217.65.183.0","217.65.191.255","11011001010000011011011100000000","11011001010000011011111111111111","3644962560","3644964863"
"217.68.208.0","217.68.223.255","11011001010001001101000000000000","11011001010001001101111111111111","3645165568","3645169663"
"217.74.24.0","217.74.31.255","11011001010010100001100000000000","11011001010010100001111111111111","3645511680","3645513727"
"217.78.96.0","217.78.111.255","11011001010011100110000000000000","11011001010011100110111111111111","3645792256","3645796351"
"217.116.192.0","217.116.207.255","11011001011101001100000000000000","11011001011101001100111111111111","3648307200","3648311295"
"217.131.0.0","217.131.255.255","11011001100000110000000000000000","11011001100000111111111111111111","3649241088","3649306623"
"217.146.6.0","217.146.7.255","11011001100100100000011000000000","11011001100100100000011111111111","3650225664","3650226175"
"217.169.192.0","217.169.207.255","11011001101010011100000000000000","11011001101010011100111111111111","3651780608","3651784703"
"217.174.32.0","217.174.47.255","11011001101011100010000000000000","11011001101011100010111111111111","3652067328","3652071423"
"217.194.136.0","217.194.136.7","11011001110000101000100000000000","11011001110000101000100000000111","3653404672","3653404679"
"217.195.192.0","217.195.207.255","11011001110000111100000000000000","11011001110000111100111111111111","3653484544","3653488639"
